sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
6770,6770,3116649525888400,3116649534302900,3116649535244400,0.9415,3116649534302900,3116649535244400,0.9415,True,,,IDLE,IDLE,42153,3116649.526394,3116649526394000,7.953000254929066,42153,0,1.7307,54.914,"[-4.93738252167771, -5.04913157153265, -9.522864812439776]","[2.367374942650348, -0.8063667682131428, 0.6811146294198299]","[1.3448888888888986, -76.8961676792742, 19.626649932529403, 3.243859855338404, 0.14403141386202706, 0.6768988161456411]","[1.3448888888888948, -4.117158899259493, 4.434130033226621, 1.1674353862287892, 0.14945621768121756, 0.6768946894336318]"
6771,6771,3116649575888400,3116649582444100,3116649583259400,0.8153,3116649582444100,3116649583259400,0.8153,True,,,IDLE,IDLE,42159,3116649.5743445,3116649574344500,8.13239999115467,42159,0,0.9415,48.015,"[-4.608637981147887, -4.643227463294599, -9.986277452739623]","[3.009919826081069, -0.7010335015163518, 0.6852826492137654]","[1.1671111111111208, -77.27619292782308, 19.626649932529403, 2.9414772267314597, 0.07305879261939673, 0.6768988161456411]","[1.1671111111111165, -4.497201333823199, 4.4341230138564285, 0.8650518627775443, 0.07848412142272153, 0.6768946902149361]"
6772,6772,3116649625888400,3116649630269600,3116649631320400,1.0508,3116649630269600,3116649631320400,1.0508,True,,,IDLE,IDLE,42165,3116649.6224073,3116649622407300,7.937700022011995,42165,0,0.8153,48.061,"[-5.351907130864084, -5.171401477552564, -8.923269106252086]","[2.912947963354771, -0.816746251560563, 0.6837197859350507]","[1.3448888888888986, -76.51614243072531, 19.727871314558943, 3.0422714362671077, 0.09671633303360683, 0.6768988161456411]","[1.3448888888888957, -3.737133364384249, 4.535351128929772, 0.9658469696649865, 0.10214142323163727, 0.6768946898629972]"
6773,6773,3116649675888400,3116649686359200,3116649687419300,1.0601,3116649686359200,3116649687419300,1.0601,True,,,IDLE,IDLE,42172,3116649.6788626,3116649678862600,7.584800012409687,42172,0,1.0508,56.0989,"[-4.723464216741622, -6.0817078937472395, -9.407413530400278]","[2.443240111712544, -0.7555923825125104, 0.7548328671703961]","[1.878222222222232, -76.8961676792742, 19.525428550499864, 3.2942569601062286, 0.12037387344781694, 0.7497614332012715]","[1.8782222222222278, -4.117176085274323, 4.332901631826889, 1.2178315961523132, 0.12579920225114175, 0.7497573072705666]"
6774,6774,3116649725888400,3116649734475000,3116649735357600,0.8826,3116649734475000,3116649735357600,0.8826,True,,,IDLE,IDLE,42178,3116649.7264737,3116649726473700,8.061000145971775,42178,0,1.0601,47.9383,"[-5.018196622331875, -5.666474870402454, -8.581621003980406]","[3.736344593784205, -0.830624057792217, 0.8334015784360095]","[1.5226666666666764, -76.32612980645088, 19.424207168470325, 2.790285912427987, 0.14403141386202706, 0.822624050256902]","[1.5226666666666722, -3.547138212451003, 4.23168024979735, 0.7138605484740714, 0.14945674266535186, 0.822619924326197]"
6775,6775,3116649775888400,3116649782441000,3116649783515200,1.0742,3116649782441000,3116649783515200,1.0742,True,,,IDLE,IDLE,42184,3116649.7743878,3116649774387800,8.15899996086955,42184,0,0.8826,48.1576,"[-3.3334061425719335, -5.420857869484932, -9.184103998330233]","[2.7761183940108545, -0.3468415954369796, 0.7845919921974883]","[1.700444444444454, -77.27619292782308, 19.019321640352167, 2.9414772267314597, -0.11620153069428414, 0.774048972219815]","[1.7004444444444524, -4.497183861904347, 3.8268014551453255, 0.8650527599884184, -0.110776440925619, 0.7740448459315465]"
6776,6776,3116649825888400,3116649838287600,3116649839257600,0.97,3116649838287600,3116649839257600,0.97,True,,,IDLE,IDLE,42191,3116649.8303876,3116649830387600,7.9565998166799545,42191,0,1.0742,55.7424,"[-3.2056846062712436, -4.922029094816898, -8.360296127703647]","[1.416504023924336, -0.29250932509198674, 0.7055006273434843]","[1.5226666666666764, -76.8961676792742, 18.81687887629309, 3.3446540648740526, -0.13985907110849424, 0.7011863551641846]","[1.5226666666666733, -4.117166406260182, 3.624366483990899, 1.2682306776011645, -0.13443398085801414, 0.7011822288885774]"
6777,6777,3116649875888400,3116649886364000,3116649887246600,0.8826,3116649886364000,3116649887246600,0.8826,True,,,IDLE,IDLE,42197,3116649.8785517,3116649878551700,7.843199651688337,42197,0,0.97,47.989,"[-5.343611047548876, -6.1301168017656416, -9.781796642245371]","[3.1577696167486353, -0.9121116397198095, 0.684039816849145]","[1.878222222222232, -76.8961676792742, 19.829092696588482, 3.0422714362671077, 0.19134649469044723, 0.6768988161456411]","[1.8782222222222327, -4.117150010745021, 4.636588114153314, 0.9658489835481205, 0.19677134884311115, 0.6768946896590151]"
6778,6778,3116649925888400,3116649934399800,3116649935210600,0.8108,3116649934399800,3116649935210600,0.8108,True,,,IDLE,IDLE,42203,3116649.9262627,3116649926262700,8.166099898517132,42203,0,0.8826,47.964,"[-4.887186007823917, -6.8204421894914695, -9.458689640096376]","[3.376876698068438, -0.761576698298679, 0.7836879073317865]","[2.2337777777777874, -76.8961676792742, 19.626649932529403, 2.9918743314992837, 0.09671633303360683, 0.774048972219815]","[2.2337777777777896, -4.117167769408837, 4.434138903375382, 0.9154509789208678, 0.1021411394127265, 0.7740448456557626]"
6779,6779,3116649975888400,3116649982594200,3116649983449100,0.8549,3116649982594200,3116649983449100,0.8549,True,,,IDLE,IDLE,42209,3116649.974375,3116649974375000,8.260299917310476,42209,0,0.8108,48.2385,"[-4.166408353067498, -4.602832478307781, -8.822026432464167]","[2.303036471463038, -0.4718254806278271, 0.7325012427398782]","[1.1671111111111208, -76.8961676792742, 19.322985786440785, 3.143065645802756, -0.09254399028007403, 0.7254738941827281]","[1.167111111111121, -4.117158377148812, 4.1304895704094235, 1.0666442672573222, -0.0871197092620073, 0.7254697668387838]"
6780,6780,3116650025888400,3116650030346000,3116650031342200,0.9962,3116650030346000,3116650031342200,0.9962,True,,,IDLE,IDLE,42215,3116650.0223864,3116650022386400,8.00530007109046,42215,0,0.8549,47.8931,"[-3.2642807109881593, -5.490644040897204, -9.932122267409929]","[1.8799509808546289, -0.588357821421535, 0.6564509307553084]","[1.878222222222232, -77.46620555209752, 18.918100258322628, 3.243859855338404, 0.14403141386202706, 0.6526112771270975]","[1.8782222222222327, -4.687187883568342, 3.72559567588746, 1.167437402619417, 0.14945626801469097, 0.6526071506404716]"
6781,6781,3116650075888400,3116650086487100,3116650087413000,0.9259,3116650086487100,3116650087413000,0.9259,True,,,IDLE,IDLE,42222,3116650.0786578,3116650078657800,7.856900338083506,42222,0,0.9962,56.0708,"[-3.1304466509358777, -4.994658690730129, -7.932015295068391]","[2.048687060043897, -0.2422047171088601, 0.7576788844536564]","[1.5226666666666764, -76.70615505499975, 18.71565749426355, 3.092668541034932, -0.18717415193691445, 0.7497614332012715]","[1.522666666666672, -3.92716186206232, 3.5231531820379285, 1.016246230442981, -0.18174934844218948, 0.7497573064977112]"
6782,6782,3116650125888400,3116650134291800,3116650135311500,1.0197,3116650134291800,3116650135311500,1.0197,True,,,IDLE,IDLE,42228,3116650.1266148,3116650126614800,7.770699914544821,42228,0,0.9259,47.8985,"[-4.304937386341259, -5.684445038198806, -9.720241138389218]","[2.2359994766274136, -0.7722317086073031, 0.7779388988320883]","[1.700444444444454, -77.08618030354864, 19.322985786440785, 3.3446540648740526, 0.19134649469044723, 0.774048972219815]","[1.7004444444444502, -4.307179316860967, 4.130473680464981, 1.268230675093672, 0.19677129856208764, 0.7740448455148424]"
6783,6783,3116650175888400,3116650190506100,3116650191428600,0.9225,3116650190506100,3116650191428600,0.9225,True,,,IDLE,IDLE,42235,3116650.1823939,3116650182393900,8.140299934893847,42235,0,1.0197,56.1171,"[-4.406933053521867, -6.230120071375017, -10.219195637243654]","[3.2241162109169546, -0.8415224747574919, 0.7093163461047423]","[2.05600000000001, -77.27619292782308, 19.424207168470325, 2.9414772267314597, 0.23866157551886746, 0.7011863551641846]","[2.056000000000008, -4.497192227884071, 4.231695349243235, 0.8650538343026657, 0.24408609258230235, 0.7011822280242224]"
6784,6784,3116650225888400,3116650246749300,3116650247838500,1.0892,3116650246749300,3116650247838500,1.0892,True,,,IDLE,IDLE,42242,3116650.2384303,3116650238430300,8.372800424695015,42242,0,0.9225,56.4099,"[-6.183370450877856, -6.414208772215434, -8.839901990323334]","[3.016302653801814, -0.7090355241898988, 0.7095262777447262]","[1.878222222222232, -76.51614243072531, 20.33519960673618, 3.1934627505705806, -0.11620153069428414, 0.7011863551641846]","[1.8782222222222273, -3.737141730363973, 5.142687787086761, 1.1170393582827067, -0.11077701320148395, 0.7011822280298466]"
6785,6785,3116650275888400,3116650286664700,3116650287919000,1.2543,3116650286664700,3116650287919000,1.2543,True,,,IDLE,IDLE,42247,3116650.2788197,3116650278819700,7.912600412964821,42247,0,1.0892,40.0805,"[-4.350521457693824, -4.788062290442706, -9.795128910322685]","[1.5912685662855486, -0.8185809561534565, 0.6285799374107689]","[1.3448888888888986, -77.08618030354864, 19.322985786440785, 3.445448274409701, 0.23866157551886746, 0.6283237381085541]","[1.3448888888888957, -4.307171237207584, 4.130465600811615, 1.3690238078075798, 0.2440866657168979, 0.6283196118259102]"
6786,6786,3116650325888400,3116650334462500,3116650335657000,1.1945,3116650334462500,3116650335657000,1.1945,True,,,IDLE,IDLE,42253,3116650.3265372,3116650326537200,7.980900350958109,42253,0,1.2543,47.738,"[-3.986624611315395, -5.462889614448539, -9.08413690769441]","[1.9696442337638458, -0.6336615096939519, 0.7050482194105987]","[1.700444444444454, -76.8961676792742, 19.120543022381707, 3.2942569601062286, 0.09671633303360683, 0.7011863551641846]","[1.7004444444444469, -4.117157299903923, 3.9280457291060156, 1.2178355444997848, 0.10214061197356195, 0.7011822276849444]"
6787,6787,3116650375888400,3116650390834700,3116650392134900,1.3002,3116650390834700,3116650392134900,1.3002,True,,,IDLE,IDLE,42260,3116650.3825349,3116650382534900,8.362799882888794,42260,0,1.1945,56.4779,"[-4.602279567482238, -6.250064112257608, -8.846758003910823]","[3.395692920236238, -0.4411462511483454, 0.6896225038435329]","[2.05600000000001, -76.8961676792742, 19.626649932529403, 2.790285912427987, -0.18717415193691445, 0.6768988161456411]","[2.0560000000000067, -4.117191957831821, 4.4341388864138676, 0.7138627047658836, -0.18174910897816418, 0.6768946898052686]"
6788,6788,3116650425888400,3116650430450800,3116650432158900,1.7081,3116650430450800,3116650432158900,1.7081,True,,,IDLE,IDLE,42265,3116650.4227039,3116650422703900,7.958500180393457,42265,0,1.3002,40.024,"[-5.5597275989807295, -4.902935242973356, -9.859408166364133]","[2.0001249293145182, -0.7637516408652412, 0.6796946196084122]","[1.1671111111111208, -77.08618030354864, 20.1327568426771, 3.4958453791775255, 0.025743711790976516, 0.6768988161456411]","[1.167111111111117, -4.307179316860967, 4.940244736701295, 1.419421989397145, 0.031168515662616907, 0.6768946894406686]"
6789,6789,3116650475888400,3116650480184200,3116650481878400,1.6942,3116650480184200,3116650481878400,1.6942,True,,,IDLE,IDLE,42271,3116650.4708809,3116650470880900,9.398899972438812,42271,0,1.7081,49.7195,"[-3.776576257980264, -6.186289209194767, -8.659685284797378]","[2.8134786041600512, -0.4021846756161087, 0.78425812893281]","[2.05600000000001, -76.8961676792742, 19.120543022381707, 2.9918743314992837, -0.11620153069428414, 0.774048972219815]","[2.0560000000000063, -4.117174772663077, 3.928038996482476, 0.9154520183998414, -0.11077701357839927, 0.7740448450868893]"
6790,6790,3116650525888400,3116650534874000,3116650536792500,1.9185,3116650534874000,3116650536792500,1.9185,True,,,IDLE,IDLE,42278,3116650.5273856,3116650527385600,7.629400119185448,42278,0,1.6942,54.9141,"[-4.1520354111095035, -5.276456531427006, -8.535636285067689]","[1.6606360810353265, -0.5099205611167418, 0.7532531675405948]","[1.5226666666666764, -76.70615505499975, 19.221764404411246, 3.445448274409701, -0.04522890945165381, 0.7497614332012715]","[1.5226666666666724, -3.927152469381312, 4.02927490488732, 1.3690279379919028, -0.039804630888613794, 0.7497573057234438]"
6791,6791,3116650575888400,3116650582402400,3116650584511100,2.1087,3116650582402400,3116650584511100,2.1087,True,,,IDLE,IDLE,42284,3116650.5753468,3116650575346800,7.296700030565262,42284,0,1.9185,47.7186,"[-3.686328763354546, -4.9155659599458374, -9.642092935736265]","[2.5861550366953883, -0.7694081765574863, 0.8039886947180565]","[1.3448888888888986, -77.08618030354864, 18.918100258322628, 3.092668541034932, 0.2623191159330776, 0.7983365112383585]","[1.344888888888895, -4.307179030956945, 3.7255878664427655, 1.0162451536211239, 0.2677442057541924, 0.7983323849571268]"
6792,6792,3116650625888400,3116650630495200,3116650632628500,2.1333,3116650630495200,3116650632628500,2.1333,True,,,IDLE,IDLE,42290,3116650.6232588,3116650623258800,7.488600444048643,42290,0,2.1087,48.1174,"[-3.8344472334827966, -4.274091807044608, -8.774748635583213]","[0.9069995101544531, -0.6748799944006638, 0.6022466391323424]","[1.1671111111111208, -76.70615505499975, 18.918100258322628, 3.5462424839453495, 0.16768895427623715, 0.6040361990900106]","[1.1671111111111188, -3.9271467795768586, 3.7255808636110626, 1.4698180569117607, 0.1731143329312225, 0.6040320733720278]"
6793,6793,3116650675888400,3116650678702300,3116650680974000,2.2717,3116650678702300,3116650680974000,2.2717,True,,,IDLE,IDLE,42296,3116650.6708128,3116650670812800,8.28329985961318,42296,0,2.1333,48.3455,"[-5.810612607771676, -6.251733956437959, -9.526424296986711]","[3.1756341464137385, -0.7363073401490494, 0.8557965633175508]","[1.700444444444454, -76.8961676792742, 20.23397822470664, 3.243859855338404, -0.04522890945165381, 0.8469115892754455]","[1.700444444444451, -4.117176875770056, 5.041452096528847, 1.1674345310939587, -0.039803291762007906, 0.8469074639150262]"
6794,6794,3116650725888400,3116650735054100,3116650736727400,1.6733,3116650735054100,3116650736727400,1.6733,True,,,IDLE,IDLE,42303,3116650.7268402,3116650726840200,8.322900161147118,42303,0,2.2717,55.7534,"[-4.8902336038228835, -6.411294514199206, -9.689358539587895]","[2.6523665940146026, -0.5181922692276761, 0.7337990481280572]","[2.05600000000001, -77.27619292782308, 19.93031407861802, 3.243859855338404, -0.13985907110849424, 0.7254738941827281]","[2.0560000000000067, -4.497183861482014, 4.737793892988851, 1.167435388736283, -0.1344339809104638, 0.7254697679000842]"
6795,6795,3116650775888400,3116650782771700,3116650784734700,1.963,3116650782771700,3116650784734700,1.963,True,,,IDLE,IDLE,42309,3116650.7754997,3116650775499700,7.434399798512459,42309,0,1.6733,48.0073,"[-4.404474667027936, -5.94892733684757, -7.918340548820151]","[2.163843625323506, -0.5219876276991882, 0.73134381005545]","[1.878222222222232, -76.32612980645088, 19.221764404411246, 3.243859855338404, -0.06888644986586392, 0.7254738941827281]","[1.8782222222222256, -3.5471465788523346, 4.029245852139631, 1.167435565557715, -0.06346169419713432, 0.7254697673947047]"
6796,6796,3116650825888400,3116650838489900,3116650839335700,0.8458,3116650838489900,3116650839335700,0.8458,True,,,IDLE,IDLE,42316,3116650.8304204,3116650830420400,8.098999969661236,42316,0,1.963,54.601,"[-2.393419738858857, -4.971413755712561, -7.350506350866102]","[1.5544503136535528, -0.1661944598048386, 0.6830749119813596]","[1.700444444444454, -76.51614243072531, 18.20955058411585, 3.092668541034932, -0.16351661152270436, 0.6768988161456411]","[1.7004444444444495, -3.737149810440542, 3.0170468445430085, 1.0162462254279996, -0.15809238078565996, 0.6768946885833502]"
6797,6797,3116650875888400,3116650886356400,3116650887419400,1.063,3116650886356400,3116650887419400,1.063,True,,,IDLE,IDLE,42322,3116650.8786249,3116650878624900,7.777100428938866,42322,0,0.8458,48.0837,"[-5.595256114789831, -6.058498876971779, -10.270966658137697]","[3.519132788718629, -0.9727325968781125, 0.7824177889462729]","[1.700444444444454, -77.08618030354864, 20.03153546064756, 3.0422714362671077, 0.21500403510465738, 0.774048972219815]","[1.7004444444444502, -4.307180394105615, 4.839024431915869, 0.9658480835477716, 0.22042884105441174, 0.7740448456501382]"
6798,6798,3116650925888400,3116650934499000,3116650935634000,1.135,3116650934499000,3116650935634000,1.135,True,,,IDLE,IDLE,42328,3116650.926611,3116650926611000,7.917899638414383,42328,0,1.063,48.2146,"[-4.354348235607997, -5.20184192986872, -8.959049737142506]","[1.986150778946257, -0.7278791917041671, 0.679960487625806]","[1.5226666666666764, -76.70615505499975, 19.221764404411246, 3.2942569601062286, 0.14403141386202706, 0.6768988161456411]","[1.5226666666666753, -3.927136596396849, 4.0292590319029085, 1.2178344675369055, 0.14945597869900723, 0.6768946890831052]"
6799,6799,3116650975888400,3116650990754500,3116650992102300,1.3478,3116650990754500,3116650992102300,1.3478,True,,,IDLE,IDLE,42335,3116650.982617,3116650982617000,8.193599991500378,42335,0,1.135,56.4683,"[-5.223293724567566, -5.996141683426187, -9.525904182467485]","[3.0864762958962317, -0.7789723207827939, 0.8063746185515198]","[1.700444444444454, -76.8961676792742, 19.829092696588482, 3.143065645802756, 0.07305879261939673, 0.7983365112383585]","[1.7004444444444518, -4.11718285189589, 4.6365967499220275, 1.066644409666213, 0.07848302383825667, 0.7983323836887286]"
6800,6800,3116651025888400,3116651030395100,3116651031599500,1.2044,3116651030395100,3116651031599500,1.2044,True,,,IDLE,IDLE,42340,3116651.0226752,3116651022675200,7.861000020056963,42340,0,1.3478,39.4972,"[-3.299922213800209, -5.399470589009708, -8.879482618013881]","[1.863560154462611, -0.569669313231771, 0.7779884289757224]","[1.700444444444454, -76.8961676792742, 18.71565749426355, 3.2942569601062286, 0.12037387344781694, 0.774048972219815]","[1.700444444444451, -4.117201401057315, 3.5231558913730368, 1.2178348638195358, 0.12579834577944946, 0.7740448451630441]"
6801,6801,3116651075888400,3116651078710700,3116651080591700,1.881,3116651078710700,3116651080591700,1.881,True,,,IDLE,IDLE,42346,3116651.0706931,3116651070693100,8.2137999124825,42346,0,1.2044,48.9922,"[-3.696608937332835, -5.068946920405013, -9.047475247146922]","[2.550640684751964, -0.43766254399309135, 0.709759405074871]","[1.5226666666666764, -77.08618030354864, 19.120543022381707, 2.9918743314992837, -0.06888644986586392, 0.7011863551641846]","[1.5226666666666735, -4.307205659350913, 3.9280330535103065, 0.915451160898197, -0.06346140482899983, 0.7011822289591079]"
6802,6802,3116651125888400,3116651134589100,3116651135987600,1.3985,3116651134589100,3116651135987600,1.3985,True,,,IDLE,IDLE,42353,3116651.1266961,3116651126696100,7.970999926328659,42353,0,1.881,55.3959,"[-4.975049078431632, -5.334038784310616, -8.444945354986444]","[1.7124897105053838, -0.5902658655590964, 0.6556030452822962]","[1.5226666666666764, -76.51614243072531, 19.626649932529403, 3.445448274409701, -0.06888644986586392, 0.6526112771270975]","[1.522666666666672, -3.7371409210848583, 4.434161508982946, 1.3690279754756283, -0.06346216793661773, 0.6526071498014384]"
6803,6803,3116651175888400,3116651182381100,3116651183405800,1.0247,3116651182381100,3116651183405800,1.0247,True,,,IDLE,IDLE,42359,3116651.174696,3116651174696000,7.729700300842524,42359,0,1.3985,47.4182,"[-4.442494210637296, -4.635937241529589, -9.093119456326432]","[2.3855068880667836, -0.6022585450152439, 0.707401411668288]","[1.1671111111111208, -76.8961676792742, 19.424207168470325, 3.143065645802756, 0.002086171376766406, 0.7011863551641846]","[1.1671111111111159, -4.117174772240759, 4.231703142148765, 1.0666433328442344, 0.007510688922016591, 0.7011822280368833]"
6804,6804,3116651225888400,3116651262361900,3116651263778900,1.417,3116651262361900,3116651263778900,1.417,True,,,IDLE,IDLE,42369,3116651.2544001,3116651254400100,8.34849989041686,42369,0,1.0247,80.3731,"[-4.426760761332542, -5.406579763289431, -8.806155033315017]","[2.832201576404475, -0.6279959284388941, 0.7822405781794084]","[1.5226666666666764, -76.70615505499975, 19.322985786440785, 3.0422714362671077, 0.025743711790976516, 0.774048972219815]","[1.5226666666666735, -3.9271381953326028, 4.130457807485518, 0.9658458903358724, 0.031168801936556762, 0.7740448459301343]"
6805,6805,3116651275888400,3116651278787300,3116651280677400,1.8901,3116651278787300,3116651280677400,1.8901,True,,,IDLE,IDLE,42371,3116651.270442,3116651270442000,8.568299934267998,42371,0,1.417,16.8985,"[-3.1608271271197914, -6.007775691116132, -9.454984786041571]","[2.5876904090713264, -0.5116646093012348, 0.7821176162870199]","[0.989333333333343, -77.27619292782308, 19.120543022381707, 3.3446540648740526, -0.06888644986586392, 0.7011863551641846]","[0.9893333333333402, -4.497176068155923, 3.9280150434264396, 1.2682285189428173, -0.06346135972028367, 0.701182228874504]"
6806,6806,3116651325888400,3116651334335900,3116651335286400,0.9505,3116651334335900,3116651335286400,0.9505,True,,,IDLE,IDLE,42378,3116651.326459,3116651326459000,7.9216002486646175,42378,0,1.8901,54.609,"[-4.465418990703803, -4.9166358954547675, -8.022268461673656]","[2.0887707140830294, -0.5772241748004054, 0.6818782781963588]","[1.3448888888888986, -76.32612980645088, 19.221764404411246, 3.1934627505705806, -0.0215713690374437, 0.6768988161456411]","[1.3448888888888968, -3.547119663287603, 4.029243141960382, 1.1170382467665894, -0.016146281346919897, 0.6768946897220768]"
6807,6807,3116651375888400,3116651390661600,3116651391898400,1.2368,3116651390661600,3116651391898400,1.2368,True,,,IDLE,IDLE,42385,3116651.3825288,3116651382528800,8.163699880242348,42385,0,0.9505,56.612,"[-5.1623555336983165, -5.341325443265241, -9.420629737812646]","[2.1113984530774785, -0.9260509308678593, 0.6301510448068924]","[1.5226666666666764, -76.70615505499975, 19.626649932529403, 3.3446540648740526, 0.23866157551886746, 0.6283237381085541]","[1.522666666666675, -3.9271446259324563, 4.434128384174484, 1.268229563436662, 0.2440869491588651, 0.6283196121087306]"
6808,6808,3116651425888400,3116651430420300,3116651431380800,0.9605,3116651430420300,3116651431380800,0.9605,True,,,IDLE,IDLE,42390,3116651.4225658,3116651422565800,7.916399743407965,42390,0,1.2368,39.4824,"[-5.409872594163978, -6.64972415307396, -8.497820163928534]","[3.5029452958552225, -0.7579016939321265, 0.784348830506785]","[2.05600000000001, -76.32612980645088, 19.727871314558943, 2.9414772267314597, 0.025743711790976516, 0.774048972219815]","[2.056000000000006, -3.5471379265469665, 4.535344109981908, 0.8650518651441188, 0.031169326543775185, 0.7740448467128506]"
6809,6809,3116651475888400,3116651486560400,3116651487720100,1.1597,3116651486560400,3116651487720100,1.1597,True,,,IDLE,IDLE,42397,3116651.4790185,3116651479018500,7.591799832880497,42397,0,0.9605,56.3393,"[-3.1826273100436815, -5.730101593513059, -8.91257553278925]","[1.5605548224824726, -0.40954770376779703, 0.8022749969904729]","[1.878222222222232, -77.08618030354864, 18.81687887629309, 3.445448274409701, -0.0215713690374437, 0.7983365112383585]","[1.8782222222222276, -4.3071957128015015, 3.624358960873371, 1.3690239499346393, -0.01614632949738049, 0.7983323847387799]"
6810,6810,3116651525888400,3116651526628600,3116651527722600,1.094,3116651526628600,3116651527722600,1.094,True,,,IDLE,IDLE,42402,3116651.5184294,3116651518429400,8.241300005465746,42402,0,1.1597,40.0025,"[-4.377012958291084, -6.451113746631775, -9.035900871014231]","[2.7113847032836684, -0.7600304683402478, 0.6589617431128623]","[2.2337777777777874, -76.70615505499975, 19.221764404411246, 3.0422714362671077, 0.16768895427623715, 0.6526112771270975]","[2.233777777777787, -3.9271532782384213, 4.029251508362348, 0.965848006636437, 0.17311346883216708, 0.6526071498462149]"
6811,6811,3116651575888400,3116651582366000,3116651583401300,1.0353,3116651582366000,3116651583401300,1.0353,True,,,IDLE,IDLE,42409,3116651.5747611,3116651574761100,7.66419991850853,42409,0,1.094,55.6787,"[-4.293444245809343, -5.506824915766561, -9.110134795690536]","[2.027349374565901, -0.6256317654858115, 0.6811204674540151]","[1.700444444444454, -76.8961676792742, 19.322985786440785, 3.2942569601062286, 0.04940125220518662, 0.6768988161456411]","[1.7004444444444522, -4.117173695418288, 4.130480683297289, 1.2178346099458763, 0.05482576724293296, 0.6768946888774197]"
6812,6812,3116651625888400,3116651630365100,3116651631433100,1.068,3116651630365100,3116651631433100,1.068,True,,,IDLE,IDLE,42415,3116651.6224656,3116651622465600,7.988800294697285,42415,0,1.0353,48.0318,"[-4.422324025546807, -4.71575786773569, -8.78079639814471]","[2.2038753832534486, -0.6216566800542395, 0.7548988988296482]","[1.1671111111111208, -76.70615505499975, 19.322985786440785, 3.243859855338404, 0.025743711790976516, 0.7497614332012715]","[1.167111111111118, -3.927179620306049, 4.130475027073967, 1.1674366450278888, 0.031168467941521616, 0.7497573064259092]"
6813,6813,3116651675888400,3116651699019700,3116651719780800,20.7611,3116651699019700,3116651719780800,20.7611,True,,,IDLE,IDLE,42421,3116651.6704543,3116651670454300,28.727299999445677,42423,2,1.068,88.3477,"[-3.3244198894145307, -4.31727231345973, -6.926485923891705]","[1.889408198585007, -0.4306156167867772, 0.7065509239315684]","[1.1671111111111208, -75.94610455790199, 18.41199334817493, 3.0422714362671077, -0.0215713690374437, 0.7011863551641846]","[1.1671111111111214, -3.1671221203769875, 3.2194755859762854, 0.9658471863368145, -0.016146324053028443, 0.7011822289520712]"
6814,6814,3116651725888400,3116651726553200,3116651727499700,0.9465,3116651726553200,3116651727499700,0.9465,True,,,IDLE,IDLE,42424,3116651.7204108,3116651720410800,6.170100066810846,42424,0,20.7611,7.7189,"[-2.3728000237588085, -4.774269698371195, -8.700096642509683]","[1.282834339663983, -0.16257102118034547, 0.7546312171124917]","[1.5226666666666764, -77.27619292782308, 18.51321473020447, 3.3446540648740526, -0.16351661152270436, 0.7497614332012715]","[1.5226666666666737, -4.497217493129369, 3.320703970837652, 1.2682308545635372, -0.15809185537215925, 0.7497573064259092]"
6815,6815,3116651775888400,3116651790618300,3116651791550700,0.9324,3116651790618300,3116651791550700,0.9324,True,,,IDLE,IDLE,42432,3116651.7824168,3116651782416800,8.230300154536963,42432,0,0.9465,64.051,"[-5.1719307171030975, -6.35325777522965, -8.88261661298015]","[2.452471167011172, -0.8110476120225478, 0.657203232360228]","[2.05600000000001, -76.51614243072531, 19.626649932529403, 3.243859855338404, 0.12037387344781694, 0.6526112771270975]","[2.056000000000007, -3.737166996031604, 4.434139173162585, 1.1674366450278888, 0.12579862959836205, 0.6526071503517352]"
6816,6816,3116651825888400,3116651838755100,3116651839821900,1.0668,3116651838755100,3116651839821900,1.0668,True,,,IDLE,IDLE,42438,3116651.8305003,3116651830500300,8.284099865704775,42438,0,0.9324,48.2712,"[-5.621826613248359, -5.653889895564382, -9.191804037463092]","[2.964262956079956, -0.9461737384502407, 0.7313392592168338]","[1.5226666666666764, -76.51614243072531, 19.829092696588482, 3.143065645802756, 0.19134649469044723, 0.7254738941827281]","[1.5226666666666742, -3.7371576033470006, 4.6365967499220275, 1.066644409666213, 0.1967707259093072, 0.7254697666330983]"
6817,6817,3116651875888400,3116651886485000,3116651887375500,0.8905,3116651886485000,3116651887375500,0.8905,True,,,IDLE,IDLE,42444,3116651.8789332,3116651878933200,7.5830998830497265,42444,0,1.0668,47.5536,"[-3.9391880721541783, -6.3698580312202795, -7.880032348305266]","[2.191984573901486, -0.5331331810789173, 0.6828007306116449]","[2.2337777777777874, -76.32612980645088, 18.918100258322628, 3.143065645802756, 0.002086171376766406, 0.6768988161456411]","[2.233777777777786, -3.547110270603227, 3.725593808570057, 1.06664311617252, 0.007510734135607657, 0.6768946889478094]"
