pair_id,selection_hash,coordinate,trust_level,trust_step,location_class,trajectory_i,trajectory_j,alpha_i_hip,alpha_i_knee,alpha_i_phase,alpha_j_hip,alpha_j_knee,alpha_j_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,alpha_distance_formal_grid_steps,alpha_distance_definition,canonical_orientation,reverse_pair_error_is_symmetric,inside_existing_generator_bounds,geometrically_admissible_pair,search_range_expanded,truth_used_for_pair_enumeration,final_truth_landscape_used_for_pair_enumeration,within_stratum_hash_rank,predicted_delta_J,truth_delta_J,e_delta_J,outcome_status,used_for_model_fitting,used_for_adaptation_update,heldout_final_test,used_by_P2_V1,formal_P2_V2_guard_input,threshold_frozen,plan_must_be_hashed_before_outcome_evaluation
dlv_pair_0397b60c68f226bcfd921297,0397b60c68f226bcfd92129737d953139de87ad8926e328c4c949cfcae08c7ac,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-1.250_k-5.000_p-0.00500,asym_h-1.250_k-4.750_p-0.00500,-1.25,-5,-0.005,-1.25,-4.75,-0.005,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00314c49dbce9ddb98d1c480,00314c49dbce9ddb98d1c480a6c862df7e92dd4e575c06bfd609e471e4bc4660,knee,MINIMUM,0.25,UPPER_EDGE,asym_h+0.500_k+1.750_p+0.01250,asym_h+0.500_k+2.000_p+0.01250,0.5,1.75,0.0125,0.5,2,0.0125,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_006b7c14bb55ca27a352ac54,006b7c14bb55ca27a352ac54835e9e1b0351a5d9b365ff60007bd862a85463ff,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-5.000_k+1.750_p-0.03000,asym_h-5.000_k+2.000_p-0.03000,-5,1.75,-0.03,-5,2,-0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00991a50824bd67fd36a6477,00991a50824bd67fd36a6477c33f32e7bcc94a577ef973d890ca69ee1983fcfa,knee,MINIMUM,0.25,UPPER_EDGE,asym_h+1.750_k+1.750_p-0.02750,asym_h+1.750_k+2.000_p-0.02750,1.75,1.75,-0.0275,1.75,2,-0.0275,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00c5d78eb9199f90a3db126b,00c5d78eb9199f90a3db126bbdf3c1c3948510ba62d94589470725967b5a6932,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-3.500_k+1.750_p+0.00000,asym_h-3.500_k+2.000_p+0.00000,-3.5,1.75,0,-3.5,2,0,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_019216186a51c75e80c00a95,019216186a51c75e80c00a95fd55b123774c7ad3f48f3e7395ff7908d0aade48,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-3.000_k+1.750_p+0.03000,asym_h-3.000_k+2.000_p+0.03000,-3,1.75,0.03,-3,2,0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0219aed8ba291eea7fa1583b,0219aed8ba291eea7fa1583bc733f50020c7d06dd561e32d15f2b52300baea4d,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-3.250_k+1.750_p+0.01000,asym_h-3.250_k+2.000_p+0.01000,-3.25,1.75,0.01,-3.25,2,0.01,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_024dacf2f9c3fe78b59946c1,024dacf2f9c3fe78b59946c1013c23b8a1f59cc89eb1cca98a52b6955350996f,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-4.250_k+1.750_p-0.00250,asym_h-4.250_k+2.000_p-0.00250,-4.25,1.75,-0.0025,-4.25,2,-0.0025,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_040e99c7a131d211b0f67bc9,040e99c7a131d211b0f67bc932d89e0047a17887f8c4d039e7b357e8ef23f218,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-0.500_k+1.750_p+0.03000,asym_h-0.500_k+2.000_p+0.03000,-0.5,1.75,0.03,-0.5,2,0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0412e87c7326971592e81373,0412e87c7326971592e8137351ff69cf3283e9096c887200ba76a1f3d40857c9,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-2.000_k+1.750_p+0.00750,asym_h-2.000_k+2.000_p+0.00750,-2,1.75,0.0075,-2,2,0.0075,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_055e1f998502ccea0fb5e03a,055e1f998502ccea0fb5e03a18a927481bd16352208ca0b7a9ab87c71b618d96,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-0.250_k+1.750_p-0.00750,asym_h-0.250_k+2.000_p-0.00750,-0.25,1.75,-0.0075,-0.25,2,-0.0075,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_057f2949adbcc190ec1b436c,057f2949adbcc190ec1b436cb2e91e4da56ec000bef9fcd08457ed950eb478dd,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-0.750_k+1.750_p-0.00750,asym_h-0.750_k+2.000_p-0.00750,-0.75,1.75,-0.0075,-0.75,2,-0.0075,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0595e655eeffef796d945f6e,0595e655eeffef796d945f6ef6404a90e011057667734b2eacf58a0f49375cb4,knee,MINIMUM,0.25,UPPER_EDGE,asym_h-4.500_k+1.750_p-0.01750,asym_h-4.500_k+2.000_p-0.01750,-4.5,1.75,-0.0175,-4.5,2,-0.0175,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000453ae3e7fb394f0969b24,000453ae3e7fb394f0969b24c89448dfcb51e77a02133c75474cdcf94c35bd79,knee,HALF,0.5,INTERIOR,asym_h+0.250_k+0.250_p-0.02000,asym_h+0.250_k+0.750_p-0.02000,0.25,0.25,-0.02,0.25,0.75,-0.02,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0013ad59d6db0b54fa018620,0013ad59d6db0b54fa01862066a8918b85be6640215848ad72675fd929a2e4d2,knee,HALF,0.5,INTERIOR,asym_h-2.500_k-3.000_p+0.01750,asym_h-2.500_k-2.500_p+0.01750,-2.5,-3,0.0175,-2.5,-2.5,0.0175,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001987d2d595327823014e03,001987d2d595327823014e032635c195c1d2cb383fd63eebb50b35ea2adbd2c4,knee,HALF,0.5,INTERIOR,asym_h+0.500_k+0.250_p+0.03000,asym_h+0.500_k+0.750_p+0.03000,0.5,0.25,0.03,0.5,0.75,0.03,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00198b17ed14d0ce774aea69,00198b17ed14d0ce774aea6956210551f5c4c0151504d1aaf4d4c3e270fcd7f7,knee,HALF,0.5,INTERIOR,asym_h-3.000_k-2.250_p+0.02500,asym_h-3.000_k-1.750_p+0.02500,-3,-2.25,0.025,-3,-1.75,0.025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001dd4c37529660f481dc656,001dd4c37529660f481dc656c5f198d427ac66bacac846045ac5937a9d6a4a89,knee,HALF,0.5,INTERIOR,asym_h-1.750_k-1.750_p-0.02250,asym_h-1.750_k-1.250_p-0.02250,-1.75,-1.75,-0.0225,-1.75,-1.25,-0.0225,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0022b543d56b9b93b941f786,0022b543d56b9b93b941f7867cfe70bf3a467954fc8ab040db60b380278620f3,knee,HALF,0.5,INTERIOR,asym_h+2.000_k-2.250_p+0.00500,asym_h+2.000_k-1.750_p+0.00500,2,-2.25,0.005,2,-1.75,0.005,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002707a68b5a7f4abcdd1239,002707a68b5a7f4abcdd123988b511dba44ced45cecdffbe2c03f42d1d0acb56,knee,HALF,0.5,INTERIOR,asym_h+0.500_k-1.500_p+0.00250,asym_h+0.500_k-1.000_p+0.00250,0.5,-1.5,0.0025,0.5,-1,0.0025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002a0890f0a7b2159854a2b3,002a0890f0a7b2159854a2b35db966a7571cd4a589321946c74f503c5ae5b665,knee,HALF,0.5,INTERIOR,asym_h-0.500_k-1.500_p+0.00750,asym_h-0.500_k-1.000_p+0.00750,-0.5,-1.5,0.0075,-0.5,-1,0.0075,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_002c21a1f720ffa22e169ed0,002c21a1f720ffa22e169ed0cd8eba51fe659dfb77098a52704ef28e274f5b97,knee,HALF,0.5,INTERIOR,asym_h+1.250_k+0.750_p+0.00500,asym_h+1.250_k+1.250_p+0.00500,1.25,0.75,0.005,1.25,1.25,0.005,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0031dac1be73ead8d6955a80,0031dac1be73ead8d6955a8068d36555ec0133b8bdfd5e95898d95bbb5469edd,knee,HALF,0.5,INTERIOR,asym_h-0.250_k+0.250_p+0.02250,asym_h-0.250_k+0.750_p+0.02250,-0.25,0.25,0.0225,-0.25,0.75,0.0225,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_003378ab24bc0ea52d6dd3a9,003378ab24bc0ea52d6dd3a9d2918db37b40de15dc43e1dd183547f2cce5a2c0,knee,HALF,0.5,INTERIOR,asym_h-1.250_k-1.500_p+0.02750,asym_h-1.250_k-1.000_p+0.02750,-1.25,-1.5,0.0275,-1.25,-1,0.0275,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0039857d4f1c88bb6f4ae8ed,0039857d4f1c88bb6f4ae8ed7d0b7189da57dd85e02916b42ef59923e1937538,knee,HALF,0.5,INTERIOR,asym_h-1.250_k+1.000_p+0.02250,asym_h-1.250_k+1.500_p+0.02250,-1.25,1,0.0225,-1.25,1.5,0.0225,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001e10b97187e9c71fca6147,001e10b97187e9c71fca614772dd4bef6dcb44f3155bc2137cbcc4b227f03013,knee,HALF,0.5,LOWER_EDGE,asym_h-4.500_k-5.000_p-0.01750,asym_h-4.500_k-4.500_p-0.01750,-4.5,-5,-0.0175,-4.5,-4.5,-0.0175,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0075018219fc9b26c9c52a1f,0075018219fc9b26c9c52a1f13ce7a7cbedfc3dfa027e1ea91a89764cafdb4c1,knee,HALF,0.5,LOWER_EDGE,asym_h+2.000_k-5.000_p+0.03000,asym_h+2.000_k-4.500_p+0.03000,2,-5,0.03,2,-4.5,0.03,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00eab6262edc32880f770851,00eab6262edc32880f770851eafca447895898c66f12e34116006519965f7f11,knee,HALF,0.5,LOWER_EDGE,asym_h+0.250_k-5.000_p-0.01500,asym_h+0.250_k-4.500_p-0.01500,0.25,-5,-0.015,0.25,-4.5,-0.015,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0140a876ebeb5cf43ad7b855,0140a876ebeb5cf43ad7b85554e73cda3b65a2288ee914d0cc60e5a3365b793a,knee,HALF,0.5,LOWER_EDGE,asym_h+0.000_k-5.000_p+0.02500,asym_h+0.000_k-4.500_p+0.02500,0,-5,0.025,0,-4.5,0.025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_01d6194e443cb11a4f8ca262,01d6194e443cb11a4f8ca2621a3de801b0b26bbbb3d76e9df52702f0826a1df8,knee,HALF,0.5,LOWER_EDGE,asym_h+1.500_k-5.000_p+0.01250,asym_h+1.500_k-4.500_p+0.01250,1.5,-5,0.0125,1.5,-4.5,0.0125,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_024491836e14b3289e51465a,024491836e14b3289e51465aaa167fc7d82432f5aaf50d38aa97b9b517bf2687,knee,HALF,0.5,LOWER_EDGE,asym_h-0.750_k-5.000_p+0.00500,asym_h-0.750_k-4.500_p+0.00500,-0.75,-5,0.005,-0.75,-4.5,0.005,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0279edcfba9149a7588ab4c7,0279edcfba9149a7588ab4c7c1d01761cead04c833f9c85f136dce0858e87759,knee,HALF,0.5,LOWER_EDGE,asym_h-0.750_k-5.000_p+0.00250,asym_h-0.750_k-4.500_p+0.00250,-0.75,-5,0.0025,-0.75,-4.5,0.0025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_030c844143fdbee0d27296f3,030c844143fdbee0d27296f322746eaf8b552fe9e6e42cbb2e991f806964f5dd,knee,HALF,0.5,LOWER_EDGE,asym_h-0.500_k-5.000_p+0.01250,asym_h-0.500_k-4.500_p+0.01250,-0.5,-5,0.0125,-0.5,-4.5,0.0125,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03387a782c61def74e8e5e8a,03387a782c61def74e8e5e8aa2c535c5b161805ba6dd68eb794838696ea94f7c,knee,HALF,0.5,LOWER_EDGE,asym_h-4.750_k-5.000_p-0.00750,asym_h-4.750_k-4.500_p-0.00750,-4.75,-5,-0.0075,-4.75,-4.5,-0.0075,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0348d47ad07b08d74e441051,0348d47ad07b08d74e441051f6d9edc475bcbe3e50832a67d217e322bec8173a,knee,HALF,0.5,LOWER_EDGE,asym_h-2.000_k-5.000_p-0.02500,asym_h-2.000_k-4.500_p-0.02500,-2,-5,-0.025,-2,-4.5,-0.025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03940ee24f4db96b67cf055d,03940ee24f4db96b67cf055d460fda16995cce2dfe69653365b21a0ce2fe98c3,knee,HALF,0.5,LOWER_EDGE,asym_h+1.250_k-5.000_p+0.01000,asym_h+1.250_k-4.500_p+0.01000,1.25,-5,0.01,1.25,-4.5,0.01,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03a6fd5b06b62272c8fc29b2,03a6fd5b06b62272c8fc29b24790f590539fef28fe2edc6a9715fade1a599c36,knee,HALF,0.5,LOWER_EDGE,asym_h-1.750_k-5.000_p-0.01000,asym_h-1.750_k-4.500_p-0.01000,-1.75,-5,-0.01,-1.75,-4.5,-0.01,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_006f3cb86ac92df8725a7811,006f3cb86ac92df8725a78115959593b2710d87286804544c152f1a581732e1a,knee,HALF,0.5,UPPER_EDGE,asym_h-1.000_k+1.500_p+0.02500,asym_h-1.000_k+2.000_p+0.02500,-1,1.5,0.025,-1,2,0.025,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00916bde4e59f6b269fad33d,00916bde4e59f6b269fad33d245dd9ad88aaea71f41000e51e1a2c84c7f79b1f,knee,HALF,0.5,UPPER_EDGE,asym_h-2.500_k+1.500_p-0.02250,asym_h-2.500_k+2.000_p-0.02250,-2.5,1.5,-0.0225,-2.5,2,-0.0225,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_009b2492995474e079af3c4a,009b2492995474e079af3c4a02a8d24dfb425500cc4fb76719cd02da7ea5e932,knee,HALF,0.5,UPPER_EDGE,asym_h-1.000_k+1.500_p+0.01000,asym_h-1.000_k+2.000_p+0.01000,-1,1.5,0.01,-1,2,0.01,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00d7d67d4494d300c2807f0b,00d7d67d4494d300c2807f0bdb6d7cae1759e0dcc7a7d808d2ab2042b454659b,knee,HALF,0.5,UPPER_EDGE,asym_h+1.500_k+1.500_p-0.00500,asym_h+1.500_k+2.000_p-0.00500,1.5,1.5,-0.005,1.5,2,-0.005,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_012b122e6eec62928bb259de,012b122e6eec62928bb259dedaf4d01dc15421e809e934fcb7afb0392982ab0f,knee,HALF,0.5,UPPER_EDGE,asym_h-4.000_k+1.500_p-0.01750,asym_h-4.000_k+2.000_p-0.01750,-4,1.5,-0.0175,-4,2,-0.0175,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02b77a987f4b16e2ed471f85,02b77a987f4b16e2ed471f853618cf6f18a80190f346eac190d376affc7c1fee,knee,HALF,0.5,UPPER_EDGE,asym_h-3.500_k+1.500_p+0.01500,asym_h-3.500_k+2.000_p+0.01500,-3.5,1.5,0.015,-3.5,2,0.015,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0325389ed1e46d3593aa2618,0325389ed1e46d3593aa2618a056fef6b768a84997fa9486650685ea3cb426ea,knee,HALF,0.5,UPPER_EDGE,asym_h-2.500_k+1.500_p-0.01000,asym_h-2.500_k+2.000_p-0.01000,-2.5,1.5,-0.01,-2.5,2,-0.01,0,0.5,0,2,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
