pair_id,case_id,subject_id,scenario_name,iteration,current_trajectory_id,candidate_trajectory_id,current_alpha_hip,current_alpha_knee,current_alpha_phase,candidate_alpha_hip,candidate_alpha_knee,candidate_alpha_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,changed_coordinate,signed_coordinate_direction,alpha_distance_formal_grid_steps,alpha_distance_definition,physical_distance_used,inside_existing_generator_bounds,formal_lattice_current_member,formal_lattice_candidate_member,geometrically_admissible_pair,predicted_delta_J,truth_delta_J_posthoc,e_delta_J,model_supported,current_G0_would_exploit,true_improvement_posthoc,local_pair_role,research_metric_only,threshold_frozen,truth_used_by_formal_policy,truth_used_only_for_posthoc_metric,current_P2_modified,search_range_expanded,guard_id,uncertainty_metric,uncertainty_metric_role,would_exploit_counterfactual,missed_improvement_posthoc,false_improvement_posthoc,counterfactual_only,formal_policy_modified,trajectory_executed,truth_used_to_modify_formal_policy
local_pair_93505178c3c8dccd600b,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00549376557307,-0.00713558632394,0.00164182075087,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,True,False,False,False,False,False
local_pair_93505178c3c8dccd600b,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00549376557307,-0.00713558632394,0.00164182075087,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00125100978901,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,True,False,True,False,False,False
local_pair_93505178c3c8dccd600b,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00549376557307,-0.00713558632394,0.00164182075087,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.3708585372e-06,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,True,False,False,True,False,False,False
local_pair_b7871a8f438cca2cc0dc,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-9.54760473096e-05,-4.97648797024e-05,4.57111676072e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_b7871a8f438cca2cc0dc,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-9.54760473096e-05,-4.97648797024e-05,4.57111676072e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00125100978901,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_b7871a8f438cca2cc0dc,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-9.54760473096e-05,-4.97648797024e-05,4.57111676072e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.3708585372e-06,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_b9d12fc4aeda22f7c435,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000102512646457,6.58576989694e-05,3.66549474876e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_b9d12fc4aeda22f7c435,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000102512646457,6.58576989694e-05,3.66549474876e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00125100978901,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_b9d12fc4aeda22f7c435,baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000102512646457,6.58576989694e-05,3.66549474876e-05,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.3708585372e-06,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_55313d8dfe5381bd783a,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00185669808015,-0.00204514032905,0.0001884422489,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_55313d8dfe5381bd783a,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00185669808015,-0.00204514032905,0.0001884422489,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_55313d8dfe5381bd783a,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00185669808015,-0.00204514032905,0.0001884422489,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_e719e26f3e18a5b8df63,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00189891168767,0.00208638363136,0.00018747194369,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_e719e26f3e18a5b8df63,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00189891168767,0.00208638363136,0.00018747194369,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_e719e26f3e18a5b8df63,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00189891168767,0.00208638363136,0.00018747194369,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_1f3dbb395213608adef7,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00605532771622,0.00621449248108,0.00015916476486,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_1f3dbb395213608adef7,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00605532771622,0.00621449248108,0.00015916476486,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_1f3dbb395213608adef7,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00605532771622,0.00621449248108,0.00015916476486,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_8b383680b8c9316126e2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00597583051053,-0.00613075929852,0.00015492878799,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,True,False,False,False,False,False
local_pair_8b383680b8c9316126e2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00597583051053,-0.00613075929852,0.00015492878799,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,True,False,True,False,False,False
local_pair_8b383680b8c9316126e2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00597583051053,-0.00613075929852,0.00015492878799,True,False,True,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,True,False,False,True,False,False,False
local_pair_58912b76190612a86ca6,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.82481139601e-05,-8.80992936938e-05,1.488202663e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_58912b76190612a86ca6,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.82481139601e-05,-8.80992936938e-05,1.488202663e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_58912b76190612a86ca6,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.82481139601e-05,-8.80992936938e-05,1.488202663e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_be789e923c7e075776f2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000101531915474,0.000103902415468,2.370499994e-06,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_be789e923c7e075776f2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000101531915474,0.000103902415468,2.370499994e-06,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_be789e923c7e075776f2,baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.000101531915474,0.000103902415468,2.370499994e-06,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,1.0535658215e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_eccdc724c3cc6c0de272,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00192511729137,-0.00192536462548,2.4733411e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_eccdc724c3cc6c0de272,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00192511729137,-0.00192536462548,2.4733411e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_eccdc724c3cc6c0de272,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00192511729137,-0.00192536462548,2.4733411e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,3.55236551682e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_57f6b637f8cb5f22587e,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00196665399906,0.00196689553299,2.4153393e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_57f6b637f8cb5f22587e,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00196665399906,0.00196689553299,2.4153393e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_57f6b637f8cb5f22587e,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00196665399906,0.00196689553299,2.4153393e-07,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,3.55236551682e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_f2850b21d51650185558,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00598509425114,0.00598415181037,9.4244077e-07,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_f2850b21d51650185558,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00598509425114,0.00598415181037,9.4244077e-07,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_f2850b21d51650185558,baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00598509425114,0.00598415181037,9.4244077e-07,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,3.55236551682e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
